event_timestamp,latitude,longitude,Language_JFProd,media_component_title,platform
2025-12-11 18:49:00.000000 UTC,18.4,-66.4,"Spanish, Latin American",Adulterous Woman,web
2025-12-11 18:50:00.000000 UTC,18.4,-66.4,"Spanish, Latin American",Adulterous Woman,web
2025-12-11 18:53:00.000000 UTC,18.4,-66.4,"Spanish, Latin American",Adulterous Woman,web
2025-12-11 18:50:00.000000 UTC,18.4,-66.4,"Spanish, Latin American",Adulterous Woman,web
2025-12-12 04:07:00.000000 UTC,47.406205250596642,-120.43011933174219,English,Advent Series,web
2025-12-11 15:03:00.000000 UTC,35.544881889763751,-79.412283464566983,English,Advent Series,web
2025-12-12 04:55:00.000000 UTC,37.509125117591715,-78.876199435559727,English,Advent Series,web
2025-12-12 04:50:00.000000 UTC,37.509125117591715,-78.876199435559727,English,Advent Series,web
2025-12-12 04:50:00.000000 UTC,37.509125117591715,-78.876199435559727,English,Advent Series,web
2025-12-12 04:59:00.000000 UTC,37.509125117591715,-78.876199435559727,English,Advent Series,web
2025-12-12 04:50:00.000000 UTC,37.509125117591715,-78.876199435559727,English,Advent Series,web
2025-12-12 04:50:00.000000 UTC,37.509125117591715,-78.876199435559727,English,Advent Series,web
2025-12-12 04:54:00.000000 UTC,37.509125117591715,-78.876199435559727,English,Advent Series,web
2025-12-11 12:29:00.000000 UTC,42.99414504324686,-75.675515635395968,English,Advent Series,web
2025-12-11 12:29:00.000000 UTC,42.99414504324686,-75.675515635395968,English,Advent Series,web
2025-12-11 12:28:00.000000 UTC,42.99414504324686,-75.675515635395968,English,Advent Series,web
2025-12-11 12:28:00.000000 UTC,42.99414504324686,-75.675515635395968,English,Advent Series,web
2025-12-11 12:29:00.000000 UTC,42.99414504324686,-75.675515635395968,English,Advent Series,web
2025-12-12 03:17:00.000000 UTC,-36.842287694974004,144.29692374350105,English,Advent Series,web
2025-12-12 03:17:00.000000 UTC,-36.842287694974004,144.29692374350105,English,Advent Series,web
2025-12-12 04:50:00.000000 UTC,37.509125117591715,-78.876199435559727,English,Agape / Love,web
2025-12-12 04:54:00.000000 UTC,37.509125117591715,-78.876199435559727,English,Agape / Love,web
2025-12-12 04:54:00.000000 UTC,37.509125117591715,-78.876199435559727,English,Agape / Love,web
2025-12-12 04:53:00.000000 UTC,37.509125117591715,-78.876199435559727,English,Agape / Love,web
2025-12-12 04:50:00.000000 UTC,37.509125117591715,-78.876199435559727,English,Agape / Love,web
2025-12-12 04:52:00.000000 UTC,37.509125117591715,-78.876199435559727,English,Agape / Love,web
2025-12-12 04:51:00.000000 UTC,37.509125117591715,-78.876199435559727,English,Agape / Love,web
2025-12-12 04:50:00.000000 UTC,37.509125117591715,-78.876199435559727,English,Agape / Love,web
2025-12-11 17:20:00.000000 UTC,31.096967071057204,-92.0221837088389,English,Angels at the Tomb,web
2025-12-11 17:19:00.000000 UTC,31.096967071057204,-92.0221837088389,English,Angels at the Tomb,web
2025-12-11 17:19:00.000000 UTC,31.096967071057204,-92.0221837088389,English,Angels at the Tomb,web
2025-12-11 17:19:00.000000 UTC,31.096967071057204,-92.0221837088389,English,Angels at the Tomb,web
2025-12-11 17:20:00.000000 UTC,31.096967071057204,-92.0221837088389,English,Angels at the Tomb,web
2025-12-11 17:19:00.000000 UTC,31.096967071057204,-92.0221837088389,English,Angels at the Tomb,web
2025-12-11 17:20:00.000000 UTC,31.096967071057204,-92.0221837088389,English,Angels at the Tomb,web
2025-12-11 20:34:00.000000 UTC,37.532327992459948,-85.276437323280049,Aari,Angels at the Tomb,web
2025-12-11 15:50:00.000000 UTC,37.532327992459948,-85.276437323280049,"Oromo, Borana-Arsi-Guji",Angels at the Tomb,web
2025-12-11 15:50:00.000000 UTC,37.532327992459948,-85.276437323280049,"Oromo, Borana-Arsi-Guji",Angels at the Tomb,web
2025-12-11 16:18:00.000000 UTC,37.532327992459948,-85.276437323280049,Guji,Angels at the Tomb,web
2025-12-11 15:50:00.000000 UTC,37.532327992459948,-85.276437323280049,"Oromo, Borana-Arsi-Guji",Angels at the Tomb,web
2025-12-11 20:34:00.000000 UTC,37.532327992459948,-85.276437323280049,Aari,Angels at the Tomb,web
2025-12-11 16:18:00.000000 UTC,37.532327992459948,-85.276437323280049,Guji,Angels at the Tomb,web
2025-12-11 20:34:00.000000 UTC,37.532327992459948,-85.276437323280049,Aari,Angels at the Tomb,web
2025-12-11 16:18:00.000000 UTC,37.532327992459948,-85.276437323280049,Guji,Angels at the Tomb,web
2025-12-11 20:34:00.000000 UTC,37.532327992459948,-85.276437323280049,Aari,Angels at the Tomb,web
2025-12-11 16:18:00.000000 UTC,37.532327992459948,-85.276437323280049,Guji,Angels at the Tomb,web
2025-12-11 16:18:00.000000 UTC,37.532327992459948,-85.276437323280049,Guji,Angels at the Tomb,web
2025-12-11 20:34:00.000000 UTC,37.532327992459948,-85.276437323280049,Aari,Angels at the Tomb,web
2025-12-11 15:50:00.000000 UTC,37.532327992459948,-85.276437323280049,"Oromo, Borana-Arsi-Guji",Angels at the Tomb,web
2025-12-11 15:50:00.000000 UTC,37.532327992459948,-85.276437323280049,"Oromo, Borana-Arsi-Guji",Angels at the Tomb,web
2025-12-11 20:30:00.000000 UTC,37.532327992459948,-85.276437323280049,Aari,Annas Questions Jesus's Authority,web
2025-12-11 16:13:00.000000 UTC,37.532327992459948,-85.276437323280049,Guji,Annas Questions Jesus's Authority,web
2025-12-11 16:13:00.000000 UTC,37.532327992459948,-85.276437323280049,Guji,Annas Questions Jesus's Authority,web
2025-12-11 15:46:00.000000 UTC,37.532327992459948,-85.276437323280049,"Oromo, Borana-Arsi-Guji",Annas Questions Jesus's Authority,web
2025-12-11 16:13:00.000000 UTC,37.532327992459948,-85.276437323280049,Guji,Annas Questions Jesus's Authority,web
2025-12-11 20:30:00.000000 UTC,37.532327992459948,-85.276437323280049,Aari,Annas Questions Jesus's Authority,web
2025-12-11 20:30:00.000000 UTC,37.532327992459948,-85.276437323280049,Aari,Annas Questions Jesus's Authority,web
2025-12-11 15:46:00.000000 UTC,37.532327992459948,-85.276437323280049,"Oromo, Borana-Arsi-Guji",Annas Questions Jesus's Authority,web
2025-12-11 15:46:00.000000 UTC,37.532327992459948,-85.276437323280049,"Oromo, Borana-Arsi-Guji",Annas Questions Jesus's Authority,web
2025-12-11 15:46:00.000000 UTC,37.532327992459948,-85.276437323280049,"Oromo, Borana-Arsi-Guji",Annas Questions Jesus's Authority,web
2025-12-11 16:13:00.000000 UTC,37.532327992459948,-85.276437323280049,Guji,Annas Questions Jesus's Authority,web
2025-12-11 15:45:00.000000 UTC,37.532327992459948,-85.276437323280049,"Oromo, Borana-Arsi-Guji",Annas Questions Jesus's Authority,web
2025-12-11 16:13:00.000000 UTC,37.532327992459948,-85.276437323280049,Guji,Annas Questions Jesus's Authority,web
2025-12-11 20:30:00.000000 UTC,37.532327992459948,-85.276437323280049,Aari,Annas Questions Jesus's Authority,web
2025-12-11 20:30:00.000000 UTC,37.532327992459948,-85.276437323280049,Aari,Annas Questions Jesus's Authority,web
2025-12-11 19:38:00.000000 UTC,38.988787666433083,-105.54873861247376,Odia,Announcement to Mary,web
2025-12-11 13:47:00.000000 UTC,49.957777777777785,2.7671604938271583,French,Announcement to Mary,web
2025-12-11 13:47:00.000000 UTC,49.957777777777785,2.7671604938271583,French,Announcement to Mary,web
2025-12-11 14:14:00.000000 UTC,46.571428571428562,6.6485714285714277,French,Announcement to Mary,web
2025-12-11 14:14:00.000000 UTC,46.571428571428562,6.6485714285714277,French,Announcement to Mary,web
2025-12-11 14:15:00.000000 UTC,46.571428571428562,6.6485714285714277,French,Announcement to Mary,web
2025-12-11 14:14:00.000000 UTC,46.571428571428562,6.6485714285714277,French,Announcement to Mary,web
2025-12-11 14:15:00.000000 UTC,46.571428571428562,6.6485714285714277,French,Announcement to Mary,web
2025-12-11 21:41:00.000000 UTC,44.635263432446493,-89.723369848722129,Khasi,Anticipate the Resurrection,web
2025-12-12 00:55:00.000000 UTC,38.65107033639142,-80.592507645259971,English,Anticipate the Resurrection,web
2025-12-12 00:57:00.000000 UTC,38.65107033639142,-80.592507645259971,English,Anticipate the Resurrection,web
2025-12-12 00:57:00.000000 UTC,38.65107033639142,-80.592507645259971,English,Anticipate the Resurrection,web
2025-12-12 00:55:00.000000 UTC,38.65107033639142,-80.592507645259971,English,Anticipate the Resurrection,web
2025-12-12 00:55:00.000000 UTC,38.65107033639142,-80.592507645259971,English,Anticipate the Resurrection,web
2025-12-11 09:15:00.000000 UTC,52.529411764705884,5.5882352941176467,Guina-Ang Kalinga,Anticipate the Resurrection,web
2025-12-11 09:15:00.000000 UTC,52.529411764705884,5.5882352941176467,Guina-Ang Kalinga,Anticipate the Resurrection,web
2025-12-11 09:15:00.000000 UTC,52.529411764705884,5.5882352941176467,Guina-Ang Kalinga,Anticipate the Resurrection,web
2025-12-11 21:22:00.000000 UTC,25.366666666666664,56.206666666666671,Ishinyiha,Anticipate the Resurrection,web
2025-12-11 21:22:00.000000 UTC,25.366666666666664,56.206666666666671,Ishinyiha,Anticipate the Resurrection,web
2025-12-11 21:22:00.000000 UTC,25.366666666666664,56.206666666666671,Ishinyiha,Anticipate the Resurrection,web
2025-12-11 21:22:00.000000 UTC,25.366666666666664,56.206666666666671,Ishinyiha,Anticipate the Resurrection,web
2025-12-12 02:44:00.000000 UTC,37.816141448159719,100.9502044743805,Korwa,Anticipate the Resurrection,web
2025-12-12 02:43:00.000000 UTC,37.816141448159719,100.9502044743805,Hungarian,Anticipate the Resurrection,web
2025-12-11 17:26:00.000000 UTC,37.816141448159719,100.9502044743805,Reunion Creole French,Anticipate the Resurrection,web
2025-12-11 21:03:00.000000 UTC,37.816141448159719,100.9502044743805,Jeh,Anticipate the Resurrection,web
2025-12-12 01:14:00.000000 UTC,37.816141448159719,100.9502044743805,Sedoa,Anticipate the Resurrection,web
2025-12-11 21:03:00.000000 UTC,37.816141448159719,100.9502044743805,Jeh,Anticipate the Resurrection,web
2025-12-11 07:29:00.000000 UTC,37.816141448159719,100.9502044743805,"Naga, Sangtam",Anticipate the Resurrection,web
2025-12-12 01:14:00.000000 UTC,37.816141448159719,100.9502044743805,Sedoa,Anticipate the Resurrection,web
2025-12-11 19:22:00.000000 UTC,37.816141448159719,100.9502044743805,Guina-Ang Kalinga,Anticipate the Resurrection,web
2025-12-12 00:51:00.000000 UTC,37.816141448159719,100.9502044743805,Aikana,Anticipate the Resurrection,web
2025-12-11 15:29:00.000000 UTC,37.816141448159719,100.9502044743805,Ukrainian,Anticipate the Resurrection,web
2025-12-11 21:40:00.000000 UTC,37.816141448159719,100.9502044743805,Khasi,Anticipate the Resurrection,web
2025-12-11 17:25:00.000000 UTC,37.816141448159719,100.9502044743805,Reunion Creole French,Anticipate the Resurrection,web
2025-12-11 19:22:00.000000 UTC,37.816141448159719,100.9502044743805,Guina-Ang Kalinga,Anticipate the Resurrection,web
2025-12-11 21:03:00.000000 UTC,37.816141448159719,100.9502044743805,Jeh,Anticipate the Resurrection,web
2025-12-12 00:52:00.000000 UTC,37.816141448159719,100.9502044743805,Aikana,Anticipate the Resurrection,web
2025-12-11 19:33:00.000000 UTC,37.816141448159719,100.9502044743805,Hanunoo,Anticipate the Resurrection,web
2025-12-12 00:51:00.000000 UTC,37.816141448159719,100.9502044743805,Aikana,Anticipate the Resurrection,web
2025-12-12 02:45:00.000000 UTC,37.816141448159719,100.9502044743805,Korwa,Anticipate the Resurrection,web
2025-12-12 02:44:00.000000 UTC,37.816141448159719,100.9502044743805,Hungarian,Anticipate the Resurrection,web
2025-12-12 02:43:00.000000 UTC,37.816141448159719,100.9502044743805,Hungarian,Anticipate the Resurrection,web
2025-12-12 01:14:00.000000 UTC,37.816141448159719,100.9502044743805,Sedoa,Anticipate the Resurrection,web
2025-12-12 00:52:00.000000 UTC,37.816141448159719,100.9502044743805,Aikana,Anticipate the Resurrection,web
2025-12-12 01:14:00.000000 UTC,37.816141448159719,100.9502044743805,Sedoa,Anticipate the Resurrection,web
2025-12-11 19:22:00.000000 UTC,37.816141448159719,100.9502044743805,Guina-Ang Kalinga,Anticipate the Resurrection,web
2025-12-12 02:44:00.000000 UTC,37.816141448159719,100.9502044743805,Hungarian,Anticipate the Resurrection,web
2025-12-11 21:40:00.000000 UTC,37.816141448159719,100.9502044743805,Khasi,Anticipate the Resurrection,web
2025-12-12 00:51:00.000000 UTC,37.816141448159719,100.9502044743805,Aikana,Anticipate the Resurrection,web
2025-12-11 19:22:00.000000 UTC,37.816141448159719,100.9502044743805,Guina-Ang Kalinga,Anticipate the Resurrection,web
2025-12-11 19:33:00.000000 UTC,37.816141448159719,100.9502044743805,Hanunoo,Anticipate the Resurrection,web
2025-12-11 21:03:00.000000 UTC,37.816141448159719,100.9502044743805,Jeh,Anticipate the Resurrection,web
2025-12-12 02:43:00.000000 UTC,37.816141448159719,100.9502044743805,Hungarian,Anticipate the Resurrection,web
2025-12-11 07:29:00.000000 UTC,37.816141448159719,100.9502044743805,"Naga, Sangtam",Anticipate the Resurrection,web
2025-12-11 17:25:00.000000 UTC,37.816141448159719,100.9502044743805,Reunion Creole French,Anticipate the Resurrection,web
2025-12-11 19:33:00.000000 UTC,37.816141448159719,100.9502044743805,Hanunoo,Anticipate the Resurrection,web
2025-12-11 15:29:00.000000 UTC,37.816141448159719,100.9502044743805,Ukrainian,Anticipate the Resurrection,web
2025-12-11 21:41:00.000000 UTC,37.816141448159719,100.9502044743805,Khasi,Anticipate the Resurrection,web
2025-12-12 00:52:00.000000 UTC,37.816141448159719,100.9502044743805,Aikana,Anticipate the Resurrection,web
2025-12-11 19:22:00.000000 UTC,37.816141448159719,100.9502044743805,Guina-Ang Kalinga,Anticipate the Resurrection,web
2025-12-12 00:52:00.000000 UTC,37.816141448159719,100.9502044743805,Aikana,Anticipate the Resurrection,web
2025-12-11 21:40:00.000000 UTC,37.816141448159719,100.9502044743805,Khasi,Anticipate the Resurrection,web
2025-12-12 00:51:00.000000 UTC,37.816141448159719,100.9502044743805,Aikana,Anticipate the Resurrection,web
2025-12-11 19:33:00.000000 UTC,37.816141448159719,100.9502044743805,Hanunoo,Anticipate the Resurrection,web
2025-12-11 07:29:00.000000 UTC,37.816141448159719,100.9502044743805,"Naga, Sangtam",Anticipate the Resurrection,web
2025-12-12 02:45:00.000000 UTC,37.816141448159719,100.9502044743805,Korwa,Anticipate the Resurrection,web
2025-12-11 17:25:00.000000 UTC,37.816141448159719,100.9502044743805,Reunion Creole French,Anticipate the Resurrection,web
2025-12-12 02:44:00.000000 UTC,37.816141448159719,100.9502044743805,Korwa,Anticipate the Resurrection,web
2025-12-12 02:44:00.000000 UTC,37.816141448159719,100.9502044743805,Korwa,Anticipate the Resurrection,web
2025-12-11 15:29:00.000000 UTC,37.816141448159719,100.9502044743805,Ukrainian,Anticipate the Resurrection,web
2025-12-12 01:14:00.000000 UTC,37.816141448159719,100.9502044743805,Sedoa,Anticipate the Resurrection,web
2025-12-11 16:05:00.000000 UTC,32.634914089347,-83.445292096219873,English,Are You Messiah?,web
2025-12-11 16:33:00.000000 UTC,32.634914089347,-83.445292096219873,English,Are You Messiah?,web
2025-12-11 16:31:00.000000 UTC,32.634914089347,-83.445292096219873,English,Are You Messiah?,web
2025-12-11 17:27:00.000000 UTC,32.634914089347,-83.445292096219873,English,Are You Messiah?,web
2025-12-11 17:28:00.000000 UTC,32.634914089347,-83.445292096219873,English,Are You Messiah?,web
2025-12-11 16:34:00.000000 UTC,32.634914089347,-83.445292096219873,English,Are You Messiah?,web
2025-12-11 17:27:00.000000 UTC,32.634914089347,-83.445292096219873,English,Are You Messiah?,web
2025-12-11 16:31:00.000000 UTC,32.634914089347,-83.445292096219873,English,Are You Messiah?,web
2025-12-11 16:33:00.000000 UTC,32.634914089347,-83.445292096219873,English,Are You Messiah?,web
2025-12-11 17:28:00.000000 UTC,32.634914089347,-83.445292096219873,English,Are You Messiah?,web
2025-12-11 17:27:00.000000 UTC,32.634914089347,-83.445292096219873,English,Are You Messiah?,web
2025-12-11 16:31:00.000000 UTC,32.634914089347,-83.445292096219873,English,Are You Messiah?,web
2025-12-11 16:33:00.000000 UTC,32.634914089347,-83.445292096219873,English,Are You Messiah?,web
2025-12-11 16:05:00.000000 UTC,32.634914089347,-83.445292096219873,English,Are You Messiah?,web
2025-12-11 16:32:00.000000 UTC,32.634914089347,-83.445292096219873,English,Are You Messiah?,web
2025-12-11 16:31:00.000000 UTC,32.634914089347,-83.445292096219873,English,Are You Messiah?,web
2025-12-11 16:33:00.000000 UTC,32.634914089347,-83.445292096219873,English,Are You Messiah?,web
2025-12-12 01:22:00.000000 UTC,20.269798657718113,-156.396644295302,"Swahili, Tanzania",Assurance Of Salvation,web
2025-12-12 01:22:00.000000 UTC,20.269798657718113,-156.396644295302,English,Assurance Of Salvation,web
2025-12-12 01:22:00.000000 UTC,20.269798657718113,-156.396644295302,English,Assurance Of Salvation,web
2025-12-12 01:22:00.000000 UTC,20.269798657718113,-156.396644295302,English,Assurance Of Salvation,web
2025-12-12 01:22:00.000000 UTC,20.269798657718113,-156.396644295302,"Swahili, Tanzania",Assurance Of Salvation,web
2025-12-12 01:22:00.000000 UTC,20.269798657718113,-156.396644295302,English,Assurance Of Salvation,web
2025-12-12 01:22:00.000000 UTC,20.269798657718113,-156.396644295302,"Swahili, Tanzania",Assurance Of Salvation,web
2025-12-12 01:22:00.000000 UTC,20.269798657718113,-156.396644295302,English,Assurance Of Salvation,web
2025-12-12 01:22:00.000000 UTC,20.269798657718113,-156.396644295302,English,Assurance Of Salvation,web
2025-12-12 01:22:00.000000 UTC,20.269798657718113,-156.396644295302,"Swahili, Tanzania",Assurance Of Salvation,web
2025-12-11 23:05:00.000000 UTC,54.803416428893193,-124.82774440606677,English,Assurance Of Salvation,web
2025-12-11 23:10:00.000000 UTC,54.803416428893193,-124.82774440606677,English,Assurance Of Salvation,web
2025-12-11 23:06:00.000000 UTC,54.803416428893193,-124.82774440606677,French,Assurance Of Salvation,web
2025-12-11 23:07:00.000000 UTC,54.803416428893193,-124.82774440606677,English,Assurance Of Salvation,web
2025-12-11 23:06:00.000000 UTC,54.803416428893193,-124.82774440606677,English,Assurance Of Salvation,web
2025-12-11 23:06:00.000000 UTC,54.803416428893193,-124.82774440606677,English,Assurance Of Salvation,web
2025-12-11 23:06:00.000000 UTC,54.803416428893193,-124.82774440606677,French,Assurance Of Salvation,web
2025-12-11 23:06:00.000000 UTC,54.803416428893193,-124.82774440606677,French,Assurance Of Salvation,web
2025-12-11 23:08:00.000000 UTC,54.803416428893193,-124.82774440606677,English,Assurance Of Salvation,web
2025-12-11 23:06:00.000000 UTC,54.803416428893193,-124.82774440606677,English,Assurance Of Salvation,web
2025-12-12 00:00:00.000000 UTC,31.488430891817409,-99.376677903769277,Igbo,Assurance Of Salvation,web
2025-12-11 23:58:00.000000 UTC,31.488430891817409,-99.376677903769277,Igbo,Assurance Of Salvation,web
2025-12-11 23:57:00.000000 UTC,31.488430891817409,-99.376677903769277,Igbo,Assurance Of Salvation,web
2025-12-11 23:58:00.000000 UTC,31.488430891817409,-99.376677903769277,Igbo,Assurance Of Salvation,web
2025-12-12 00:00:00.000000 UTC,31.488430891817409,-99.376677903769277,Igbo,Assurance Of Salvation,web
2025-12-11 23:58:00.000000 UTC,31.488430891817409,-99.376677903769277,Igbo,Assurance Of Salvation,web
2025-12-11 23:57:00.000000 UTC,31.488430891817409,-99.376677903769277,Igbo,Assurance Of Salvation,web
2025-12-11 23:58:00.000000 UTC,31.488430891817409,-99.376677903769277,Igbo,Assurance Of Salvation,web
2025-12-12 00:06:00.000000 UTC,31.488430891817409,-99.376677903769277,Igbo,Assurance Of Salvation,web
2025-12-11 23:57:00.000000 UTC,31.488430891817409,-99.376677903769277,Igbo,Assurance Of Salvation,web
2025-12-12 00:00:00.000000 UTC,31.488430891817409,-99.376677903769277,Igbo,Assurance Of Salvation,web
2025-12-12 00:00:00.000000 UTC,31.488430891817409,-99.376677903769277,Igbo,Assurance Of Salvation,web
2025-12-12 00:02:00.000000 UTC,31.488430891817409,-99.376677903769277,Igbo,Assurance Of Salvation,web
2025-12-11 23:58:00.000000 UTC,31.488430891817409,-99.376677903769277,Igbo,Assurance Of Salvation,web
2025-12-11 23:58:00.000000 UTC,31.488430891817409,-99.376677903769277,Igbo,Assurance Of Salvation,web
2025-12-12 00:06:00.000000 UTC,31.488430891817409,-99.376677903769277,Igbo,Assurance Of Salvation,web
2025-12-11 13:45:00.000000 UTC,6.5294117647058814,-10.576470588235294,"Pidgin, Liberian",Assurance Of Salvation,web
2025-12-11 13:45:00.000000 UTC,6.5294117647058814,-10.576470588235294,"Pidgin, Liberian",Assurance Of Salvation,web
2025-12-11 13:45:00.000000 UTC,6.5294117647058814,-10.576470588235294,"Pidgin, Liberian",Assurance Of Salvation,web
2025-12-11 20:24:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 22:52:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 22:52:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 20:47:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 20:24:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 20:46:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 20:18:00.000000 UTC,6.5107142857142852,3.5178571428571428,Hausa,Assurance Of Salvation,web
2025-12-11 20:25:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 15:06:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 20:47:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 22:52:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 20:17:00.000000 UTC,6.5107142857142852,3.5178571428571428,Hausa,Assurance Of Salvation,web
2025-12-11 20:25:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 20:18:00.000000 UTC,6.5107142857142852,3.5178571428571428,Hausa,Assurance Of Salvation,web
2025-12-11 20:17:00.000000 UTC,6.5107142857142852,3.5178571428571428,Hausa,Assurance Of Salvation,web
2025-12-11 20:18:00.000000 UTC,6.5107142857142852,3.5178571428571428,Hausa,Assurance Of Salvation,web
2025-12-11 20:24:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 20:24:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 20:17:00.000000 UTC,6.5107142857142852,3.5178571428571428,Hausa,Assurance Of Salvation,web
2025-12-11 22:52:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 15:06:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 20:25:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 20:24:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 20:46:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 15:06:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 20:46:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 20:17:00.000000 UTC,6.5107142857142852,3.5178571428571428,Hausa,Assurance Of Salvation,web
2025-12-11 20:46:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 20:24:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 20:25:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 20:46:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 20:24:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 15:08:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 20:47:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 15:06:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 15:07:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 20:24:00.000000 UTC,6.5107142857142852,3.5178571428571428,English,Assurance Of Salvation,web
2025-12-11 20:09:00.000000 UTC,-25.538349514563098,32.462621359223292,English,Assurance Of Salvation,web
2025-12-11 20:08:00.000000 UTC,-25.538349514563098,32.462621359223292,Tonga,Assurance Of Salvation,web
2025-12-11 20:10:00.000000 UTC,-25.538349514563098,32.462621359223292,English,Assurance Of Salvation,web
2025-12-11 20:05:00.000000 UTC,-25.538349514563098,32.462621359223292,Tonga,Assurance Of Salvation,web
2025-12-11 20:10:00.000000 UTC,-25.538349514563098,32.462621359223292,English,Assurance Of Salvation,web
2025-12-11 20:03:00.000000 UTC,-25.538349514563098,32.462621359223292,English,Assurance Of Salvation,web
2025-12-11 20:09:00.000000 UTC,-25.538349514563098,32.462621359223292,Tonga,Assurance Of Salvation,web
2025-12-11 20:04:00.000000 UTC,-25.538349514563098,32.462621359223292,English,Assurance Of Salvation,web
2025-12-11 20:04:00.000000 UTC,-25.538349514563098,32.462621359223292,English,Assurance Of Salvation,web
2025-12-11 20:04:00.000000 UTC,-25.538349514563098,32.462621359223292,English,Assurance Of Salvation,web
2025-12-11 20:08:00.000000 UTC,-25.538349514563098,32.462621359223292,Tonga,Assurance Of Salvation,web
2025-12-11 14:57:00.000000 UTC,35.544881889763751,-79.412283464566983,English,B Me,web
2025-12-11 14:56:00.000000 UTC,35.544881889763751,-79.412283464566983,English,B Me,web
2025-12-11 14:56:00.000000 UTC,35.544881889763751,-79.412283464566983,English,B Me,web
2025-12-12 01:16:00.000000 UTC,44.38507885159725,-114.67670845127371,English,Baptism of Jesus by John,web
2025-12-12 03:33:00.000000 UTC,31.488430891817409,-99.376677903769277,"Spanish, Latin American",Baptism of Jesus by John,web
2025-12-11 22:25:00.000000 UTC,31.488430891817409,-99.376677903769277,Igala,Baptism of Jesus by John,web
2025-12-12 00:24:00.000000 UTC,31.488430891817409,-99.376677903769277,Igbo,Baptism of Jesus by John,web
2025-12-11 22:25:00.000000 UTC,31.488430891817409,-99.376677903769277,Igala,Baptism of Jesus by John,web
2025-12-11 19:47:00.000000 UTC,31.488430891817409,-99.376677903769277,Angal Heneng,Baptism of Jesus by John,web
2025-12-11 21:04:00.000000 UTC,31.488430891817409,-99.376677903769277,"Spanish, Latin American",Baptism of Jesus by John,web
2025-12-12 00:24:00.000000 UTC,31.488430891817409,-99.376677903769277,Igbo,Baptism of Jesus by John,web
2025-12-12 03:31:00.000000 UTC,31.488430891817409,-99.376677903769277,"Spanish, Latin American",Baptism of Jesus by John,web
2025-12-12 00:23:00.000000 UTC,31.488430891817409,-99.376677903769277,Igbo,Baptism of Jesus by John,web
2025-12-11 22:25:00.000000 UTC,31.488430891817409,-99.376677903769277,Igala,Baptism of Jesus by John,web
2025-12-12 03:33:00.000000 UTC,31.488430891817409,-99.376677903769277,"Spanish, Latin American",Baptism of Jesus by John,web
2025-12-11 21:05:00.000000 UTC,31.488430891817409,-99.376677903769277,"Spanish, Latin American",Baptism of Jesus by John,web
